page	row	col	ink_px	chroma_px	has_text
4	26	13	0	0	0
4	26	14	0	0	0
4	26	15	0	0	0
4	26	16	0	0	0
4	26	17	0	0	0
4	26	18	9	132	0
4	27	0	383	2350	1
4	27	1	94	188	1
4	27	2	92	154	1
4	27	3	378	464	1
4	27	4	577	718	1
4	27	5	1077	1277	1
4	27	6	92	319	1
4	27	7	0	0	0
4	27	8	113	280	1
4	27	9	386	494	1
4	27	10	28	119	1
4	27	11	550	642	1
4	27	12	0	0	0
4	27	13	0	0	0
4	27	14	0	0	0
4	27	15	0	9	0
4	27	16	0	0	0
4	27	17	0	0	0
4	27	18	0	80	0
4	28	0	488	2209	1
4	28	1	152	200	1
4	28	2	94	139	1
4	28	3	339	402	1
4	28	4	565	687	1
4	28	5	991	1190	1
4	28	6	107	348	1
4	28	7	0	0	0
4	28	8	132	208	1
4	28	9	269	363	1
4	28	10	9	120	1
4	28	11	484	568	1
4	28	12	0	0	0
4	28	13	0	0	0
4	28	14	0	0	0
4	28	15	0	0	0
4	28	16	0	0	0
4	28	17	0	0	0
4	28	18	0	0	0
4	29	0	492	503	1
4	29	1	298	158	1
4	29	2	130	165	1
4	29	3	404	340	1
4	29	4	255	342	1
4	29	5	736	875	1
4	29	6	115	168	1
4	29	7	672	932	0
4	29	8	1212	1428	1
4	29	9	942	1241	1
4	29	10	288	407	1
4	29	11	377	432	1
4	29	12	58	157	0
4	29	13	0	0	0
4	29	14	0	0	0
4	29	15	0	0	0
4	29	16	0	0	0
4	29	17	0	0	0
4	29	18	0	12	0
4	30	0	787	749	1
4	30	1	243	303	1
4	30	2	111	151	1
4	30	3	628	863	1
4	30	4	600	717	1
4	30	5	997	1186	1
4	30	6	118	350	1
4	30	7	0	0	0
4	30	8	208	312	1
4	30	9	301	381	0
4	30	10	0	75	0
4	30	11	458	557	1
4	30	12	0	0	0
4	30	13	0	0	0
4	30	14	0	0	0
4	30	15	0	0	0
4	30	16	0	0	0
4	30	17	0	0	0
4	30	18	0	0	0
4	31	0	847	828	1
4	31	1	257	320	1
4	31	2	115	169	1
4	31	3	847	1013	1
4	31	4	602	737	1
4	31	5	1019	1279	1
4	31	6	145	363	1
4	31	7	0	0	0
4	31	8	178	286	1
4	31	9	308	407	1
4	31	10	12	95	1
4	31	11	743	883	1
4	31	12	0	0	0
4	31	13	0	0	0
4	31	14	0	0	0
4	31	15	0	0	0
4	31	16	0	0	0
4	31	17	0	0	0
4	31	18	0	9	0
4	32	0	2271	698	1
4	32	1	105	188	1
4	32	2	198	203	1
4	32	3	793	928	1
4	32	4	680	824	1
4	32	5	838	1017	1
4	32	6	166	392	1
4	32	7	0	0	0
4	32	8	189	301	1
4	32	9	247	363	1
4	32	10	18	104	1
4	32	11	565	680	1
4	32	12	0	0	0
4	32	13	0	0	0
4	32	14	0	0	0
4	32	15	0	0	0
4	32	16	0	0	0
4	32	17	0	0	0
4	32	18	0	60	0
4	33	0	2462	904	1
4	33	1	131	185	1
4	33	2	139	188	1
4	33	3	606	709	1
4	33	4	561	703	1
4	33	5	795	1068	1
4	33	6	199	453	1
4	33	7	352	587	0
4	33	8	109	175	1
4	33	9	329	426	1
4	33	10	0	96	1
4	33	11	689	693	1
4	33	12	105	139	0
4	33	13	400	508	0
4	33	14	0	0	0
4	33	15	0	0	0
4	33	16	0	0	0
4	33	17	0	0	0
4	33	18	0	27	0
5	0	0	610	3158	0
5	0	1	963	1145	0
5	0	2	864	1064	0
5	0	3	341	400	0
5	0	4	565	702	0
5	0	5	407	520	0
5	0	6	439	715	0
5	0	7	0	36	0
5	0	8	102	429	1
5	0	9	194	926	1
5	0	10	58	388	1
5	0	11	381	658	1
5	0	12	54	118	1
5	0	13	145	362	1
5	0	14	0	0	0
5	0	15	62	119	0
5	0	16	46	87	0
5	0	17	205	270	0
5	0	18	300	404	0
5	1	0	603	2515	1
5	1	1	0	0	0
5	1	2	0	0	0
5	1	3	0	0	0
5	1	4	422	531	1
5	1	5	669	838	1
5	1	6	0	87	1
5	1	7	0	0	0
5	1	8	138	271	1
5	1	9	12	64	1
5	1	10	64	104	1
5	1	11	64	91	1
5	1	12	0	0	0
5	1	13	0	0	0
5	1	14	0	0	0
5	1	15	0	0	0
5	1	16	0	0	0
5	1	17	0	0	0
5	1	18	0	0	0
5	2	0	670	2821	1
5	2	1	149	289	0
5	2	2	96	126	0
5	2	3	403	504	0
5	2	4	475	588	1
5	2	5	538	655	1
5	2	6	131	343	1
5	2	7	0	0	0
5	2	8	86	213	1
5	2	9	158	271	1
5	2	10	0	93	1
5	2	11	278	344	1
5	2	12	0	0	0
5	2	13	0	0	0
5	2	14	0	0	0
5	2	15	0	0	0
5	2	16	0	0	0
5	2	17	0	0	0
5	2	18	0	0	0
5	3	0	661	2282	1
5	3	1	0	14	0
5	3	2	0	0	0
5	3	3	0	0	0
5	3	4	493	611	1
5	3	5	708	874	1
5	3	6	0	131	1
5	3	7	0	0	0
5	3	8	96	239	1
5	3	9	9	74	1
5	3	10	76	89	0
5	3	11	87	115	1
5	3	12	0	0	0
5	3	13	0	0	0
5	3	14	0	0	0
5	3	15	0	0	0
5	3	16	0	0	0
5	3	17	0	0	0
5	3	18	0	0	0
5	4	0	450	2164	1
5	4	1	107	146	0
5	4	2	73	124	0
5	4	3	448	546	0
5	4	4	476	598	1
5	4	5	758	939	1
5	4	6	101	328	1
5	4	7	0	0	0
5	4	8	120	263	1
5	4	9	199	312	1
5	4	10	51	172	1
5	4	11	527	628	1
5	4	12	0	0	0
5	4	13	0	0	0
5	4	14	0	0	0
5	4	15	0	0	0
5	4	16	0	0	0
5	4	17	0	0	0
5	4	18	40	51	0
5	5	0	783	2576	1
5	5	1	0	0	0
5	5	2	0	0	0
5	5	3	0	0	0
5	5	4	444	564	1
5	5	5	889	1094	1
5	5	6	0	126	1
5	5	7	0	0	0
5	5	8	133	326	1
5	5	9	0	137	1
5	5	10	31	39	1
5	5	11	68	105	1
5	5	12	0	0	0
5	5	13	0	0	0
5	5	14	0	0	0
5	5	15	0	0	0
5	5	16	0	0	0
5	5	17	0	0	0
5	5	18	0	0	0
5	6	0	666	2356	1
5	6	1	137	223	0
5	6	2	93	130	0
5	6	3	465	575	0
5	6	4	743	849	1
5	6	5	822	953	1
5	6	6	107	276	1
5	6	7	0	0	0
5	6	8	59	212	1
5	6	9	218	324	1
5	6	10	76	162	1
5	6	11	489	615	1
5	6	12	0	0	0
5	6	13	0	0	0
5	6	14	0	0	0
5	6	15	0	0	0
5	6	16	0	0	0
5	6	17	0	0	0
5	6	18	0	0	0
5	7	0	696	2239	1
5	7	1	0	0	0
5	7	2	0	0	0
5	7	3	0	0	0
5	7	4	538	679	1
5	7	5	731	925	1
5	7	6	0	143	1
5	7	7	0	0	0
5	7	8	57	277	1
5	7	9	0	60	1
5	7	10	27	65	1
5	7	11	40	83	1
5	7	12	0	0	0
5	7	13	0	0	0
5	7	14	0	0	0
5	7	15	0	0	0
5	7	16	0	0	0
5	7	17	0	0	0
5	7	18	0	0	0
5	8	0	679	2550	1
5	8	1	117	217	0
5	8	2	960	1138	0
5	8	3	309	375	0
5	8	4	470	566	1
5	8	5	457	565	1
5	8	6	644	1097	1
5	8	7	0	0	0
5	8	8	243	371	1
5	8	9	183	265	1
5	8	10	78	183	1
5	8	11	82	108	1
5	8	12	0	0	0
5	8	13	0	0	0
5	8	14	0	0	0
5	8	15	0	0	0
5	8	16	0	3	0
5	8	17	0	9	0
5	8	18	0	0	0
5	9	0	618	2299	1
5	9	1	141	222	1
5	9	2	90	135	1
5	9	3	537	630	1
5	9	4	412	496	1
5	9	5	654	807	1
5	9	6	300	805	1
5	9	7	130	544	0
5	9	8	85	227	1
5	9	9	227	325	1
5	9	10	0	113	1
5	9	11	545	657	1
5	9	12	0	0	0
5	9	13	0	0	0
5	9	14	0	0	0
5	9	15	0	0	0
5	9	16	20	31	0
5	9	17	0	0	0
5	9	18	0	15	0
5	10	0	618	2825	1
5	10	1	109	239	1
5	10	2	1009	1204	1
5	10	3	607	706	1
5	10	4	237	316	1
5	10	5	433	536	1
5	10	6	102	340	1
5	10	7	0	0	0
5	10	8	124	238	1
5	10	9	790	990	1
5	10	10	0	63	1
5	10	11	439	525	1
5	10	12	0	9	0
5	10	13	0	0	0
5	10	14	0	0	0
5	10	15	0	0	0
5	10	16	0	0	0
5	10	17	0	0	0
5	10	18	0	0	0
5	11	0	737	2765	1
5	11	1	121	228	1
5	11	2	159	206	1
5	11	3	618	728	1
5	11	4	300	382	1
5	11	5	473	600	1
5	11	6	135	274	1
5	11	7	0	0	0
5	11	8	69	344	1
5	11	9	801	1030	1
5	11	10	0	62	1
5	11	11	396	464	1
5	11	12	0	0	0
5	11	13	0	0	0
5	11	14	0	0	0
5	11	15	0	0	0
5	11	16	0	0	0
5	11	17	0	0	0
5	11	18	0	0	0
5	12	0	406	2171	1
5	12	1	78	182	1
5	12	2	108	134	1
5	12	3	335	400	1
5	12	4	230	279	1
5	12	5	341	454	1
5	12	6	100	215	1
5	12	7	0	0	0
5	12	8	152	268	1
5	12	9	568	742	1
5	12	10	0	103	1
5	12	11	518	640	1
5	12	12	0	0	0
5	12	13	0	0	0
5	12	14	0	0	0
5	12	15	0	0	0
5	12	16	0	0	0
5	12	17	0	0	0
5	12	18	0	0	0
5	13	0	537	2076	1
5	13	1	135	215	1
5	13	2	69	117	1
5	13	3	628	774	1
5	13	4	229	281	1
5	13	5	589	754	1
5	13	6	91	276	1
5	13	7	0	0	0
5	13	8	64	237	1
5	13	9	1055	1342	1
5	13	10	0	93	1
5	13	11	471	584	1
5	13	12	0	0	0
5	13	13	0	0	0
5	13	14	0	0	0
5	13	15	0	0	0
5	13	16	0	0	0
5	13	17	0	0	0
5	13	18	0	15	0
5	14	0	519	2230	1
5	14	1	113	162	1
5	14	2	1039	1245	1
5	14	3	533	656	1
5	14	4	650	753	1
5	14	5	789	986	1
5	14	6	111	282	1
5	14	7	0	0	0
5	14	8	81	247	1
5	14	9	277	342	1
5	14	10	0	112	1
5	14	11	306	429	1
5	14	12	0	0	0
5	14	13	0	0	0
5	14	14	0	0	0
5	14	15	0	0	0
5	14	16	0	0	0
5	14	17	0	0	0
5	14	18	5	8	0
5	15	0	562	2455	1
5	15	1	80	164	1
5	15	2	0	0	0
5	15	3	0	0	0
5	15	4	552	650	1
5	15	5	554	772	1
5	15	6	0	149	1
5	15	7	0	0	0
5	15	8	0	0	0
5	15	9	50	121	1
5	15	10	45	73	1
5	15	11	66	90	1
5	15	12	200	255	0
5	15	13	303	789	0
5	15	14	0	0	0
5	15	15	0	0	0
5	15	16	0	0	0
5	15	17	0	0	0
5	15	18	0	152	0
5	16	0	0	2164	1
5	16	1	0	0	0
5	16	2	0	0	0
5	16	3	0	0	0
5	16	4	0	0	0
5	16	5	0	0	0
5	16	6	0	0	0
5	16	7	0	0	0
5	16	8	0	0	0
5	16	9	0	0	0
5	16	10	56	183	1
5	16	11	32	197	1
5	16	12	0	12	0
5	16	13	0	0	0
5	16	14	0	0	0
5	16	15	0	0	0
5	16	16	0	0	0
5	16	17	0	0	0
5	16	18	0	0	0
5	17	0	0	1889	0
5	17	1	1114	1402	0
5	17	2	0	0	0
5	17	3	0	0	0
5	17	4	0	9	0
5	17	5	0	0	0
5	17	6	0	0	0
5	17	7	0	0	0
5	17	8	0	0	0
5	17	9	0	0	0
5	17	10	0	0	0
5	17	11	0	0	0
5	17	12	324	371	0
5	17	13	296	376	0
5	17	14	0	0	0
5	17	15	0	0	0
5	17	16	0	0	0
5	17	17	803	825	0
5	17	18	284	365	0
5	18	0	0	2156	0
5	18	1	667	888	1
5	18	2	0	0	0
5	18	3	0	0	0
5	18	4	0	0	0
5	18	5	0	0	0
5	18	6	68	1729	0
5	18	7	0	3	0
5	18	8	0	0	0
5	18	9	0	0	0
5	18	10	33	44	0
5	18	11	0	0	0
5	18	12	0	0	0
5	18	13	0	0	0
5	18	14	0	0	0
5	18	15	0	0	0
5	18	16	0	0	0
5	18	17	175	245	1
5	18	18	628	772	1
5	19	0	718	2788	0
5	19	1	49	92	1
5	19	2	769	968	0
5	19	3	281	369	0
5	19	4	208	407	0
5	19	5	821	1006	0
5	19	6	862	1553	1
5	19	7	764	1045	0
5	19	8	822	1163	0
5	19	9	317	456	0
5	19	10	423	498	0
5	19	11	363	548	0
5	19	12	26	134	0
5	19	13	0	0	0
5	19	14	0	0	0
5	19	15	0	0	0
5	19	16	0	0	0
5	19	17	0	0	0
5	19	18	18	49	1
5	20	0	940	2846	1
5	20	1	194	264	1
5	20	2	475	763	1
5	20	3	364	482	1
5	20	4	309	578	1
5	20	5	524	664	1
5	20	6	1281	1746	1
5	20	7	747	1094	1
5	20	8	1122	1431	0
5	20	9	244	303	1
5	20	10	418	123	1
5	20	11	325	403	1
5	20	12	28	135	1
5	20	13	0	0	0
5	20	14	0	0	0
5	20	15	0	0	0
5	20	16	0	0	0
5	20	17	0	0	0
5	20	18	28	42	0
5	21	0	475	2569	1
5	21	1	134	189	1
5	21	2	862	1032	1
5	21	3	141	208	1
5	21	4	339	655	1
5	21	5	364	470	1
5	21	6	1460	1765	1
5	21	7	899	1095	1
5	21	8	795	1022	0
5	21	9	247	325	1
5	21	10	277	398	1
5	21	11	51	120	1
5	21	12	12	151	1
5	21	13	0	0	0
5	21	14	0	0	0
5	21	15	0	0	0
5	21	16	0	0	0
5	21	17	0	0	0
5	21	18	0	0	0
5	22	0	372	2409	1
5	22	1	67	139	1
5	22	2	600	725	1
5	22	3	365	473	1
5	22	4	423	602	1
5	22	5	868	1065	1
5	22	6	1569	1631	1
5	22	7	708	889	1
5	22	8	1079	1356	0
5	22	9	223	324	1
5	22	10	265	367	1
5	22	11	460	531	1
5	22	12	25	140	1
5	22	13	11	0	0
5	22	14	33	0	0
5	22	15	0	0	0
5	22	16	0	0	0
5	22	17	0	0	0
5	22	18	50	0	0
5	23	0	343	2417	1
5	23	1	72	125	1
5	23	2	95	157	1
5	23	3	445	538	1
5	23	4	431	547	1
5	23	5	830	1003	1
5	23	6	1483	1830	1
5	23	7	872	1072	1
5	23	8	835	1025	0
5	23	9	260	357	1
5	23	10	350	445	1
5	23	11	332	403	1
5	23	12	14	161	1
5	23	13	0	0	0
5	23	14	0	0	0
5	23	15	0	0	0
5	23	16	0	0	0
5	23	17	0	0	0
5	23	18	83	139	0
5	24	0	637	3059	1
5	24	1	32	104	1
5	24	2	55	110	1
5	24	3	607	738	1
5	24	4	454	690	1
5	24	5	610	739	1
5	24	6	1551	1878	1
5	24	7	868	1154	1
5	24	8	955	1164	0
5	24	9	236	310	1
5	24	10	381	548	1
5	24	11	468	570	1
5	24	12	32	158	1
5	24	13	0	0	0
5	24	14	0	0	0
5	24	15	0	0	0
5	24	16	0	0	0
5	24	17	0	0	0
5	24	18	0	9	0
5	25	0	399	2738	1
5	25	1	70	119	1
5	25	2	66	130	1
5	25	3	385	511	1
5	25	4	447	769	1
5	25	5	984	1173	1
5	25	6	1415	1766	1
5	25	7	942	1200	1
5	25	8	1018	1270	0
5	25	9	185	266	1
5	25	10	535	669	1
5	25	11	689	830	1
5	25	12	38	304	1
5	25	13	65	457	0
5	25	14	0	0	0
5	25	15	0	0	0
5	25	16	0	0	0
5	25	17	0	0	0
5	25	18	0	36	0
5	26	0	0	1724	1
5	26	1	564	841	1
5	26	2	0	0	0
5	26	3	0	0	0
5	26	4	0	0	0
5	26	5	0	0	0
5	26	6	0	0	0
5	26	7	0	0	0
5	26	8	18	201	0
5	26	9	39	714	1
5	26	10	46	177	1
5	26	11	0	0	0
5	26	12	261	298	1
5	26	13	718	832	1
5	26	14	0	0	0
5	26	15	39	0	0
5	26	16	0	0	0
5	26	17	303	352	0
5	26	18	932	1136	0
5	27	0	800	2881	0
5	27	1	1596	2047	1
5	27	2	1126	1386	0
5	27	3	414	517	0
5	27	4	420	589	0
5	27	5	844	1104	0
5	27	6	812	1043	0
5	27	7	1000	1312	0
5	27	8	269	353	1
5	27	9	470	705	1
5	27	10	0	228	1
5	27	11	507	1004	0
5	27	12	395	465	1
5	27	13	871	1029	1
5	27	14	0	0	0
5	27	15	0	0	0
5	27	16	0	0	0
5	27	17	15	170	1
5	27	18	262	440	1
5	28	0	796	2650	1
5	28	1	114	229	1
5	28	2	654	1338	1
5	28	3	384	859	1
5	28	4	255	431	1
5	28	5	770	1370	1
5	28	6	205	644	1
5	28	7	582	1231	1
5	28	8	616	840	1
5	28	9	127	240	1
5	28	10	94	303	1
5	28	11	484	964	1
5	28	12	295	354	1
5	28	13	725	896	1
5	28	14	0	0	0
5	28	15	0	0	0
5	28	16	0	0	0
5	28	17	0	0	0
5	28	18	0	0	0
5	29	0	896	1405	1
5	29	1	69	197	1
5	29	2	694	1440	1
5	29	3	348	528	1
5	29	4	208	364	1
5	29	5	716	1136	1
5	29	6	130	231	1
5	29	7	558	898	1
5	29	8	314	658	1
5	29	9	157	246	1
5	29	10	0	0	0
5	29	11	654	1111	1
5	29	12	311	388	1
5	29	13	908	1094	1
5	29	14	0	0	0
5	29	15	0	0	0
5	29	16	0	0	0
5	29	17	0	0	0
5	29	18	0	0	0
5	30	0	794	1220	1
5	30	1	161	417	1
5	30	2	1117	1712	1
5	30	3	576	857	1
5	30	4	381	483	1
5	30	5	843	1458	1
5	30	6	140	306	1
5	30	7	130	232	1
5	30	8	542	995	1
5	30	9	182	261	1
5	30	10	0	0	0
5	30	11	624	993	1
5	30	12	319	379	1
5	30	13	742	894	1
5	30	14	0	0	0
5	30	15	0	9	0
5	30	16	0	0	0
5	30	17	0	0	0
5	30	18	0	0	0
5	31	0	1034	1240	1
5	31	1	185	466	1
5	31	2	139	353	1
5	31	3	568	953	1
5	31	4	187	267	1
5	31	5	733	1383	1
5	31	6	150	360	1
5	31	7	90	186	1
5	31	8	70	137	1
5	31	9	61	168	1
5	31	10	17	0	0
5	31	11	668	995	1
5	31	12	338	441	1
5	31	13	819	1002	1
5	31	14	0	0	0
5	31	15	0	0	0
5	31	16	0	0	0
5	31	17	0	0	0
5	31	18	0	0	0
5	32	0	2712	1457	1
5	32	1	123	267	1
5	32	2	168	337	1
5	32	3	440	863	1
5	32	4	146	206	1
5	32	5	1282	1981	1
5	32	6	105	207	1
5	32	7	102	207	1
5	32	8	53	106	1
5	32	9	30	121	1
5	32	10	7	0	0
5	32	11	635	1172	1
5	32	12	432	575	1
5	32	13	803	1040	1
5	32	14	0	0	0
5	32	15	0	0	0
5	32	16	0	0	0
5	32	17	0	0	0
5	32	18	49	55	0
5	33	0	1121	435	1
5	33	1	1379	1834	1
5	33	2	9	0	1
5	33	3	0	0	0
5	33	4	0	0	0
5	33	5	0	7	0
5	33	6	0	0	0
5	33	7	0	0	0
5	33	8	0	0	0
5	33	9	0	0	0
5	33	10	0	0	0
5	33	11	12	12	1
5	33	12	634	795	1
5	33	13	1560	2120	1
5	33	14	51	163	0
5	33	15	0	0	0
5	33	16	0	0	0
5	33	17	0	0	0
5	33	18	0	0	0
6	0	0	103	3792	1
6	0	1	0	3316	1
6	0	2	0	1443	1
6	0	3	0	760	1
6	0	4	0	674	1
6	0	5	0	1032	1
6	0	6	0	1007	1
6	0	7	246	648	1
6	0	8	0	314	1
6	0	9	0	577	1
6	0	10	83	302	1
6	0	11	0	560	1
6	0	12	270	623	1
6	0	13	847	1604	1
6	0	14	0	0	0
6	0	15	0	0	0
6	0	16	0	0	0
6	0	17	247	422	1
6	0	18	626	935	1
6	1	0	0	2903	1
6	1	1	0	106	0
6	1	2	0	65	0
6	1	3	0	76	0
6	1	4	0	551	1
6	1	5	0	1300	1
6	1	6	0	36	1
6	1	7	0	0	0
6	1	8	0	24	0
6	1	9	0	30	1
6	1	10	0	153	1
6	1	11	0	71	1
6	1	12	0	0	0
6	1	13	0	0	0
6	1	14	0	0	0
6	1	15	0	0	0
6	1	16	0	0	0
6	1	17	4	0	0
6	1	18	12	0	0
6	2	0	0	2161	1
6	2	1	0	82	0
6	2	2	0	1131	1
6	2	3	0	694	1
6	2	4	0	854	1
6	2	5	0	1461	1
6	2	6	0	227	1
6	2	7	0	0	0
6	2	8	0	372	1
6	2	9	0	784	1
6	2	10	0	0	0
6	2	11	0	109	1
6	2	12	0	0	0
6	2	13	0	0	0
6	2	14	0	0	0
6	2	15	0	0	0
6	2	16	0	0	0
6	2	17	0	0	0
6	2	18	65	0	0
6	3	0	0	1747	0
6	3	1	0	37	0
6	3	2	0	0	0
6	3	3	0	0	0
6	3	4	0	0	0
6	3	5	0	0	0
6	3	6	0	9	0
6	3	7	0	0	0
6	3	8	0	3	0
6	3	9	82	647	0
6	3	10	78	137	0
6	3	11	0	0	0
6	3	12	0	0	0
6	3	13	32	0	0
6	3	14	0	0	0
6	3	15	41	0	0
6	3	16	0	0	0
6	3	17	0	0	0
6	3	18	149	276	0
6	4	0	236	1808	1
6	4	1	358	1342	1
6	4	2	426	953	1
6	4	3	42	212	1
6	4	4	149	306	1
6	4	5	703	1315	1
6	4	6	206	1040	1
6	4	7	0	727	1
6	4	8	217	953	1
6	4	9	282	1017	1
6	4	10	411	883	1
6	4	11	245	882	1
6	4	12	142	482	1
6	4	13	79	479	1
6	4	14	0	0	0
6	4	15	0	0	0
6	4	16	0	0	0
6	4	17	0	0	0
6	4	18	0	0	0
6	5	0	501	2553	1
6	5	1	78	223	0
6	5	2	595	1031	1
6	5	3	253	715	1
6	5	4	26	340	1
6	5	5	466	1101	1
6	5	6	9	171	1
6	5	7	33	190	1
6	5	8	255	808	1
6	5	9	297	964	1
6	5	10	419	816	1
6	5	11	14	783	1
6	5	12	470	738	1
6	5	13	359	802	1
6	5	14	0	0	0
6	5	15	0	0	0
6	5	16	0	0	0
6	5	17	0	0	0
6	5	18	0	0	0
6	6	0	255	2045	1
6	6	1	47	109	0
6	6	2	652	824	1
6	6	3	141	163	1
6	6	4	666	802	1
6	6	5	935	1178	1
6	6	6	130	619	0
6	6	7	0	0	0
6	6	8	0	9	0
6	6	9	0	0	0
6	6	10	0	0	0
6	6	11	414	484	1
6	6	12	234	313	1
6	6	13	274	353	1
6	6	14	0	0	0
6	6	15	0	0	0
6	6	16	0	0	0
6	6	17	0	9	0
6	6	18	0	0	0
6	7	0	285	2179	1
6	7	1	63	112	0
6	7	2	447	673	1
6	7	3	274	351	1
6	7	4	182	262	1
6	7	5	671	820	1
6	7	6	355	535	0
6	7	7	0	0	0
6	7	8	0	9	0
6	7	9	0	0	0
6	7	10	0	0	0
6	7	11	215	282	1
6	7	12	169	232	1
6	7	13	333	413	1
6	7	14	0	0	0
6	7	15	0	0	0
6	7	16	0	0	0
6	7	17	0	0	0
6	7	18	0	9	0
6	8	0	282	1903	1
6	8	1	45	89	0
6	8	2	453	618	1
6	8	3	279	416	1
6	8	4	275	396	1
6	8	5	656	859	1
6	8	6	258	414	0
6	8	7	0	0	0
6	8	8	0	0	0
6	8	9	0	0	0
6	8	10	0	0	0
6	8	11	220	270	1
6	8	12	144	205	1
6	8	13	358	432	1
6	8	14	0	0	0
6	8	15	0	0	0
6	8	16	0	0	0
6	8	17	151	212	1
6	8	18	368	438	1
6	9	0	0	1639	0
6	9	1	0	0	0
6	9	2	0	12	0
6	9	3	0	0	0
6	9	4	0	0	0
6	9	5	231	378	0
6	9	6	490	982	1
6	9	7	0	0	0
6	9	8	0	0	0
6	9	9	0	0	0
6	9	10	0	0	0
6	9	11	0	0	0
6	9	12	0	0	0
6	9	13	0	0	0
6	9	14	0	0	0
6	9	15	0	0	0
6	9	16	0	0	0
6	9	17	630	782	1
6	9	18	1026	1228	1
6	10	0	0	1603	0
6	10	1	132	185	0
6	10	2	0	0	0
6	10	3	0	0	0
6	10	4	0	0	0
6	10	5	0	0	0
6	10	6	0	0	0
6	10	7	0	0	0
6	10	8	0	0	0
6	10	9	0	0	0
6	10	10	0	0	0
6	10	11	0	0	0
6	10	12	0	0	0
6	10	13	0	0	0
6	10	14	0	0	0
6	10	15	0	0	0
6	10	16	0	0	0
6	10	17	0	0	0
6	10	18	0	8	0
6	11	0	0	1742	0
6	11	1	1073	1746	1
6	11	2	0	0	0
6	11	3	0	0	0
6	11	4	0	0	0
6	11	5	0	3	0
6	11	6	0	0	0
6	11	7	9	35	0
6	11	8	0	3	0
6	11	9	0	164	0
6	11	10	0	0	0
6	11	11	0	0	0
6	11	12	0	0	0
6	11	13	0	0	0
6	11	14	0	54	0
6	11	15	0	0	0
6	11	16	0	27	0
6	11	17	0	15	0
6	11	18	0	0	0
6	12	0	18	2460	1
6	12	1	0	130	0
6	12	2	9	1250	1
6	12	3	0	495	1
6	12	4	0	456	1
6	12	5	0	787	1
6	12	6	42	866	1
6	12	7	70	713	1
6	12	8	0	455	1
6	12	9	0	621	1
6	12	10	0	57	0
6	12	11	0	73	1
6	12	12	0	0	0
6	12	13	0	0	0
6	12	14	0	0	0
6	12	15	0	0	0
6	12	16	0	0	0
6	12	17	0	0	0
6	12	18	0	0	0
6	13	0	261	1921	1
6	13	1	0	163	0
6	13	2	30	960	1
6	13	3	49	528	1
6	13	4	121	345	1
6	13	5	45	873	1
6	13	6	0	198	1
6	13	7	100	829	1
6	13	8	40	404	0
6	13	9	42	1262	1
6	13	10	0	12	0
6	13	11	12	657	1
6	13	12	337	406	1
6	13	13	584	719	1
6	13	14	0	0	0
6	13	15	0	0	0
6	13	16	0	0	0
6	13	17	326	379	1
6	13	18	418	537	1
6	14	0	0	1555	0
6	14	1	0	0	0
6	14	2	0	0	0
6	14	3	0	9	0
6	14	4	0	93	0
6	14	5	100	818	1
6	14	6	0	0	0
6	14	7	0	0	0
6	14	8	0	0	0
6	14	9	0	0	0
6	14	10	0	0	0
6	14	11	0	0	0
6	14	12	0	0	0
6	14	13	0	0	0
6	14	14	0	0	0
6	14	15	0	0	0
6	14	16	0	0	0
6	14	17	337	405	1
6	14	18	875	1071	1
6	15	0	0	1600	0
6	15	1	277	617	0
6	15	2	0	0	0
6	15	3	0	0	0
6	15	4	0	0	0
6	15	5	0	0	0
6	15	6	0	0	0
6	15	7	0	0	0
6	15	8	0	151	0
6	15	9	0	9	0
6	15	10	0	0	0
6	15	11	0	0	0
6	15	12	0	6	0
6	15	13	0	15	0
6	15	14	9	124	0
6	15	15	105	9	0
6	15	16	57	0	0
6	15	17	584	719	1
6	15	18	1119	1202	1
6	16	0	163	2805	1
6	16	1	299	563	1
6	16	2	107	971	1
6	16	3	46	515	1
6	16	4	33	221	1
6	16	5	83	1086	1
6	16	6	0	527	1
6	16	7	30	705	1
6	16	8	0	595	1
6	16	9	0	657	1
6	16	10	6	50	1
6	16	11	6	487	1
6	16	12	128	370	1
6	16	13	214	448	1
6	16	14	0	0	0
6	16	15	0	0	0
6	16	16	0	0	0
6	16	17	466	554	1
6	16	18	884	834	1
6	17	0	230	2337	1
6	17	1	0	15	0
6	17	2	244	495	1
6	17	3	190	311	1
6	17	4	160	283	1
6	17	5	371	634	1
6	17	6	355	546	1
6	17	7	118	628	1
6	17	8	161	680	1
6	17	9	290	768	1
6	17	10	0	0	0
6	17	11	0	358	1
6	17	12	380	609	1
6	17	13	422	704	1
6	17	14	0	0	0
6	17	15	0	0	0
6	17	16	0	0	0
6	17	17	762	741	1
6	17	18	1345	1464	1
6	18	0	0	1918	0
6	18	1	102	368	0
6	18	2	0	0	0
6	18	3	0	0	0
6	18	4	0	0	0
